elapsed.time.hms,sample.calib,substrate,rep,treatment,conc.uM,RFU
9:42:00,standard,mub-b-glu,NA,buffer,800,3062.31
9:42:00,standard,mub-a-glu,NA,buffer,800,4721.83
9:42:00,standard,leu-amc,NA,buffer,800,168847.15
9:42:00,standard,arg-amc,NA,buffer,800,210040.26
9:42:00,standard,pro-amc,NA,buffer,800,146024.46
9:42:00,standard,orn-amc,NA,buffer,800,618325.12
9:42:00,standard,phe-arg-amc,NA,buffer,800,464185.28
9:42:00,standard,phe-val-arg-amc,NA,buffer,800,505326.28
9:42:00,standard,mub-std,NA,buffer,40,238991.01
9:42:00,standard,amc-std,NA,buffer,40,66751093.5
20:32:00,sample,mub-po4,1,live,800,4803.66
20:32:00,sample,mub-po4,2,live,800,4330.48
20:32:00,sample,mub-po4,3,live,800,4325.64
20:32:00,sample,mub-xylo,1,live,800,1590.29
20:32:00,sample,mub-xylo,2,live,800,227.29
20:32:00,sample,mub-xylo,3,live,800,230.29
20:32:00,sample,mub-cell,1,live,800,244.46
20:32:00,sample,mub-cell,2,live,800,248.87
20:32:00,sample,mub-cell,3,live,800,236.34
20:32:00,sample,mub-nag,1,live,800,482.6
20:32:00,sample,mub-nag,2,live,800,443.67
20:32:00,sample,mub-nag,3,live,800,308.32
20:32:00,sample,mub-b-glu,1,live,800,904.13
20:32:00,sample,mub-b-glu,2,live,800,1147.16
20:32:00,sample,mub-b-glu,3,live,800,930.33
20:32:00,sample,mub-a-glu,1,live,800,4986.27
20:32:00,sample,mub-a-glu,2,live,800,224.88
20:32:00,sample,mub-a-glu,3,live,800,91.04
20:32:00,sample,leu-amc,1,live,800,1219.66
20:32:00,sample,leu-amc,2,live,800,873.02
20:32:00,sample,leu-amc,3,live,800,650.57
20:32:00,sample,arg-amc,1,live,800,1725.31
20:32:00,sample,arg-amc,2,live,800,1004.91
20:32:00,sample,arg-amc,3,live,800,1155.43
20:32:00,sample,pro-amc,1,live,800,345.44
20:32:00,sample,pro-amc,2,live,800,624.75
20:32:00,sample,pro-amc,3,live,800,350.11
20:32:00,sample,orn-amc,1,live,800,1519.91
20:32:00,sample,orn-amc,2,live,800,1331.61
20:32:00,sample,orn-amc,3,live,800,1138.13
20:32:00,sample,phe-arg-amc,1,live,800,1120.33
20:32:00,sample,phe-arg-amc,2,live,800,935.4
20:32:00,sample,phe-arg-amc,3,live,800,727.76
20:32:00,sample,phe-val-arg-amc,1,live,800,1359.55
20:32:00,sample,phe-val-arg-amc,2,live,800,1313.54
20:32:00,sample,phe-val-arg-amc,3,live,800,1514.06
20:32:00,sample,mub-po4,1,killed,800,2924.03
20:32:00,sample,mub-po4,2,killed,800,3403.76
20:32:00,sample,mub-po4,3,killed,800,2462.77
20:32:00,sample,mub-xylo,1,killed,800,468.99
20:32:00,sample,mub-xylo,2,killed,800,495.85
20:32:00,sample,mub-xylo,3,killed,800,311.72
20:32:00,sample,mub-cell,1,killed,800,521.97
20:32:00,sample,mub-cell,2,killed,800,562.17
20:32:00,sample,mub-cell,3,killed,800,355.56
20:32:00,sample,mub-nag,1,killed,800,578.98
20:32:00,sample,mub-nag,2,killed,800,554.18
20:32:00,sample,mub-nag,3,killed,800,528.91
20:32:00,sample,mub-b-glu,1,killed,800,379.6
20:32:00,sample,mub-b-glu,2,killed,800,412.1
20:32:00,sample,mub-b-glu,3,killed,800,333.2
20:32:00,sample,mub-a-glu,1,killed,800,434.29
20:32:00,sample,mub-a-glu,2,killed,800,250.58
20:32:00,sample,mub-a-glu,3,killed,800,62.26
20:32:00,sample,leu-amc,1,killed,800,965.57
20:32:00,sample,leu-amc,2,killed,800,963.16
20:32:00,sample,leu-amc,3,killed,800,774.86
20:32:00,sample,arg-amc,1,killed,800,618.63
20:32:00,sample,arg-amc,2,killed,800,808.26
20:32:00,sample,arg-amc,3,killed,800,736.33
20:32:00,sample,pro-amc,1,killed,800,615.259
20:32:00,sample,pro-amc,2,killed,800,787.26
20:32:00,sample,pro-amc,3,killed,800,531.86
20:32:00,sample,orn-amc,1,killed,800,2767.39
20:32:00,sample,orn-amc,2,killed,800,3723.98
20:32:00,sample,orn-amc,3,killed,800,1730.6
20:32:00,sample,phe-arg-amc,1,killed,800,1072.84
20:32:00,sample,phe-arg-amc,2,killed,800,577.8
20:32:00,sample,phe-arg-amc,3,killed,800,254.16
20:32:00,sample,phe-val-arg-amc,1,killed,800,1048.01
20:32:00,sample,phe-val-arg-amc,2,killed,800,924.59
20:32:00,sample,phe-val-arg-amc,3,killed,800,267.06
20:32:00,standard,mub-po4,NA,buffer,800,157685.76
20:32:00,standard,mub-xylo,NA,buffer,800,8029.77
20:32:00,standard,mub-cell,NA,buffer,800,10824.09
20:32:00,standard,mub-nag,NA,buffer,800,10814.14
20:32:00,standard,mub-b-glu,NA,buffer,800,2642.64
20:32:00,standard,mub-a-glu,NA,buffer,800,4816.93
20:32:00,standard,leu-amc,NA,buffer,800,175826
20:32:00,standard,arg-amc,NA,buffer,800,223838.68
